"Date","Price","Open","High","Low","Change %"
"Apr 04, 2022","0.9112","0.9059","0.9124","0.9045","0.75"
"Apr 01, 2022","0.9044","0.9038","0.9068","0.9028","0.11"
"Mar 31, 2022","0.9034","0.8963","0.9041","0.8940","0.83"
"Mar 30, 2022","0.8960","0.9020","0.9023","0.8952","-0.64"
"Mar 29, 2022","0.9018","0.9107","0.9116","0.8978","-0.97"
"Mar 28, 2022","0.9106","0.9100","0.9137","0.9090","0.03"
"Mar 25, 2022","0.9103","0.9093","0.9108","0.9059","0.12"
"Mar 24, 2022","0.9092","0.9087","0.9120","0.9079","0.07"
"Mar 23, 2022","0.9086","0.9067","0.9121","0.9054","0.23"
"Mar 22, 2022","0.9065","0.9076","0.9124","0.9053","-0.12"
"Mar 21, 2022","0.9076","0.9042","0.9083","0.9033","0.30"
"Mar 18, 2022","0.9049","0.9017","0.9089","0.8993","0.38"
"Mar 17, 2022","0.9015","0.9061","0.9084","0.8978","-0.53"
"Mar 16, 2022","0.9063","0.9128","0.9133","0.9052","-0.71"
"Mar 15, 2022","0.9128","0.9140","0.9153","0.9074","-0.13"
"Mar 14, 2022","0.9140","0.9139","0.9174","0.9096","-0.25"
"Mar 11, 2022","0.9163","0.9104","0.9173","0.9054","0.67"
"Mar 10, 2022","0.9102","0.9029","0.9111","0.8992","0.83"
"Mar 09, 2022","0.9027","0.9172","0.9183","0.9013","-1.58"
"Mar 08, 2022","0.9172","0.9213","0.9218","0.9125","-0.42"
"Mar 07, 2022","0.9211","0.9130","0.9255","0.9130","0.66"
"Mar 04, 2022","0.9151","0.9036","0.9186","0.9035","1.28"
"Mar 03, 2022","0.9035","0.8995","0.9064","0.8989","0.50"
"Mar 02, 2022","0.8990","0.8987","0.9044","0.8971","0.04"
"Mar 01, 2022","0.8986","0.8914","0.9018","0.8902","0.85"
"Feb 28, 2022","0.8910","0.8946","0.8991","0.8891","0.43"
"Feb 25, 2022","0.8872","0.8935","0.8956","0.8869","-0.68"
"Feb 24, 2022","0.8933","0.8839","0.9004","0.8839","1.06"
