"Date","Price","Open","High","Low","Change %"
"Jun 23, 2022","134.93","136.26","136.26","134.26","-0.98"
"Jun 22, 2022","136.26","136.65","136.72","135.68","-0.26"
"Jun 21, 2022","136.61","135.10","136.71","134.92","1.13"
"Jun 20, 2022","135.08","134.90","135.45","134.54","0.09"
"Jun 17, 2022","134.96","132.21","135.44","132.16","2.09"
"Jun 16, 2022","132.20","133.84","134.68","131.49","-1.22"
"Jun 15, 2022","133.83","135.48","135.60","133.50","-1.21"
"Jun 14, 2022","135.47","134.43","135.49","133.87","0.80"
"Jun 13, 2022","134.40","134.38","135.19","133.59","-0.01"
"Jun 10, 2022","134.42","134.35","134.49","133.36","0.07"
"Jun 09, 2022","134.33","134.27","134.56","133.18","0.07"
"Jun 08, 2022","134.24","132.57","134.49","132.57","1.25"
"Jun 07, 2022","132.58","131.88","133.01","131.86","0.54"
"Jun 06, 2022","131.87","130.85","132.02","130.43","0.77"
"Jun 03, 2022","130.86","129.85","130.99","129.68","0.79"
"Jun 02, 2022","129.83","130.12","130.24","129.51","-0.22"
"Jun 01, 2022","130.11","128.65","130.20","128.63","1.11"
"May 31, 2022","128.68","127.57","128.90","127.53","0.89"
"May 30, 2022","127.55","127.07","127.83","126.86","0.35"
"May 27, 2022","127.11","127.14","127.27","126.67","-0.02"
"May 26, 2022","127.14","127.33","127.59","126.55","-0.13"
"May 25, 2022","127.31","126.82","127.51","126.64","0.40"
"May 24, 2022","126.80","127.89","128.09","126.36","-0.84"
"May 23, 2022","127.87","127.93","128.07","127.14","0.02"
"May 20, 2022","127.85","127.82","128.31","127.53","0.04"
"May 19, 2022","127.80","128.23","128.96","127.03","-0.33"
"May 18, 2022","128.22","129.38","129.54","128.01","-0.90"
"May 17, 2022","129.39","129.18","129.79","128.82","0.18"
"May 16, 2022","129.16","129.27","129.64","128.70","-0.02"
"May 13, 2022","129.19","128.35","129.46","128.25","0.68"
"May 12, 2022","128.32","129.90","130.06","127.51","-1.26"
"May 11, 2022","129.96","130.45","130.82","129.45","-0.36"
"May 10, 2022","130.43","130.26","130.58","129.80","0.14"
"May 09, 2022","130.25","130.51","131.36","130.12","-0.24"
"May 06, 2022","130.56","130.18","130.82","130.09","0.33"
"May 05, 2022","130.13","129.07","130.57","128.75","0.82"
"May 04, 2022","129.07","130.10","130.39","128.63","-0.79"
"May 03, 2022","130.10","130.13","130.30","129.70","-0.03"
"May 02, 2022","130.14","129.77","130.49","129.61","0.24"
"Apr 29, 2022","129.83","130.87","130.96","129.31","-0.73"
"Apr 28, 2022","130.79","128.46","131.25","128.36","1.84"
"Apr 27, 2022","128.42","127.22","128.60","126.94","0.94"
"Apr 26, 2022","127.22","128.15","128.23","127.03","-0.43"
"Apr 25, 2022","127.78","128.60","128.85","127.53","-0.61"
"Apr 22, 2022","128.56","128.38","129.12","127.74","0.13"
"Apr 21, 2022","128.39","127.89","128.71","127.80","0.40"
"Apr 20, 2022","127.88","128.91","129.41","127.46","-0.79"
"Apr 19, 2022","128.90","127.00","128.99","126.96","1.52"
"Apr 18, 2022","126.97","126.43","127.01","126.25","0.49"
"Apr 15, 2022","126.35","125.87","126.69","125.86","0.39"
"Apr 14, 2022","125.86","125.67","126.03","125.08","0.16"
"Apr 13, 2022","125.66","125.36","126.32","125.35","0.25"
"Apr 12, 2022","125.35","125.36","125.77","124.78","0.00"
"Apr 11, 2022","125.35","124.06","125.79","124.00","0.83"
"Apr 08, 2022","124.32","123.93","124.69","123.67","0.32"
"Apr 07, 2022","123.92","123.79","124.01","123.47","0.11"
"Apr 06, 2022","123.79","123.61","124.07","123.47","0.15"
"Apr 05, 2022","123.60","122.81","123.68","122.38","0.67"
"Apr 04, 2022","122.78","122.64","122.96","122.26","0.24"
"Apr 01, 2022","122.49","121.67","123.04","121.67","0.68"
"Mar 31, 2022","121.66","121.88","122.46","121.28","-0.11"
"Mar 30, 2022","121.80","122.86","123.21","121.31","-0.85"
"Mar 29, 2022","122.84","123.71","124.31","121.98","-0.86"
"Mar 28, 2022","123.91","121.97","125.11","121.96","1.52"
"Mar 25, 2022","122.06","122.36","122.44","121.18","-0.22"
"Mar 24, 2022","122.33","121.15","122.42","120.95","0.97"
"Mar 23, 2022","121.15","120.79","121.42","120.59","0.29"
"Mar 22, 2022","120.80","119.47","121.04","119.43","1.11"
"Mar 21, 2022","119.47","119.17","119.51","119.07","0.25"
"Mar 18, 2022","119.17","118.60","119.41","118.46","0.49"
"Mar 17, 2022","118.59","118.72","119.03","118.36","-0.11"
"Mar 16, 2022","118.72","118.31","119.14","118.17","0.37"
"Mar 15, 2022","118.28","118.18","118.46","117.71","0.08"
"Mar 14, 2022","118.18","117.34","118.23","117.30","0.77"
"Mar 11, 2022","117.28","116.14","117.37","116.10","0.99"
"Mar 10, 2022","116.13","115.83","116.21","115.81","0.27"
"Mar 09, 2022","115.82","115.68","115.96","115.56","0.14"
"Mar 08, 2022","115.66","115.32","115.80","115.26","0.32"
"Mar 07, 2022","115.29","114.82","115.49","114.79","0.44"
"Mar 04, 2022","114.78","115.46","115.56","114.64","-0.59"
"Mar 03, 2022","115.46","115.53","115.82","115.38","-0.03"
"Mar 02, 2022","115.50","114.90","115.70","114.79","0.53"
"Mar 01, 2022","114.89","115.00","115.30","114.69","-0.09"
"Feb 28, 2022","114.99","114.98","115.79","114.86","-0.49"
"Feb 25, 2022","115.56","115.54","115.78","115.14","0.03"
"Feb 24, 2022","115.52","114.99","115.71","114.40","0.48"
"Feb 23, 2022","114.97","115.08","115.21","114.92","-0.10"
"Feb 22, 2022","115.08","114.74","115.25","114.50","0.30"
"Feb 21, 2022","114.74","114.93","115.13","114.71","-0.23"
"Feb 18, 2022","115.00","114.93","115.31","114.79","0.06"
"Feb 17, 2022","114.93","115.50","115.54","114.85","-0.46"
"Feb 16, 2022","115.46","115.64","115.80","115.35","-0.14"
"Feb 15, 2022","115.62","115.54","115.89","115.25","0.08"
"Feb 14, 2022","115.53","115.28","115.76","115.00","0.10"
"Feb 11, 2022","115.41","116.01","116.18","115.01","-0.51"
"Feb 10, 2022","116.00","115.50","116.35","115.47","0.44"
"Feb 09, 2022","115.49","115.55","115.68","115.32","-0.04"
"Feb 08, 2022","115.54","115.10","115.64","115.05","0.36"
"Feb 07, 2022","115.12","115.22","115.39","114.91","-0.07"
"Feb 04, 2022","115.20","114.97","115.44","114.77","0.22"
"Feb 03, 2022","114.95","114.46","115.00","114.32","0.45"
"Feb 02, 2022","114.44","114.72","114.81","114.15","-0.24"
"Feb 01, 2022","114.71","115.13","115.21","114.57","-0.34"
"Jan 31, 2022","115.10","115.23","115.61","114.92","-0.12"
"Jan 28, 2022","115.24","115.36","115.69","115.11","-0.09"
"Jan 27, 2022","115.34","114.64","115.50","114.46","0.62"
"Jan 26, 2022","114.63","113.89","114.71","113.77","0.68"
"Jan 25, 2022","113.86","113.97","114.17","113.67","-0.05"
"Jan 24, 2022","113.92","113.66","114.01","113.47","0.21"
"Jan 21, 2022","113.68","114.11","114.17","113.60","-0.36"
"Jan 20, 2022","114.09","114.32","114.56","113.96","-0.20"
"Jan 19, 2022","114.32","114.61","114.79","114.21","-0.25"
"Jan 18, 2022","114.61","114.64","115.07","114.44","0.01"
"Jan 17, 2022","114.60","114.21","114.66","114.13","0.35"
"Jan 14, 2022","114.20","114.19","114.27","113.48","0.03"
"Jan 13, 2022","114.17","114.65","114.71","114.00","-0.40"
"Jan 12, 2022","114.63","115.29","115.48","114.38","-0.56"
"Jan 11, 2022","115.28","115.21","115.69","115.12","0.07"
"Jan 10, 2022","115.20","115.64","115.86","115.04","-0.30"
"Jan 07, 2022","115.55","115.83","116.05","115.51","-0.23"
"Jan 06, 2022","115.82","116.13","116.19","115.63","-0.24"
"Jan 05, 2022","116.10","116.15","116.25","115.61","-0.03"
"Jan 04, 2022","116.14","115.33","116.36","115.29","0.71"
"Jan 03, 2022","115.32","115.10","115.38","114.96","0.21"
"Dec 31, 2021","115.08","115.07","115.20","115.00","0.02"
"Dec 30, 2021","115.06","114.96","115.21","114.93","0.10"
"Dec 29, 2021","114.94","114.82","115.04","114.67","0.11"
"Dec 28, 2021","114.81","114.87","114.96","114.71","-0.02"
"Dec 27, 2021","114.83","114.39","114.93","114.30","0.37"
"Dec 24, 2021","114.41","114.38","114.52","114.29","0.03"
"Dec 23, 2021","114.37","114.10","114.48","114.07","0.23"
"Dec 22, 2021","114.11","114.11","114.38","113.94","0.03"
"Dec 21, 2021","114.08","113.60","114.23","113.55","0.44"
"Dec 20, 2021","113.58","113.63","113.74","113.32","-0.08"
"Dec 17, 2021","113.67","113.65","113.86","113.14","-0.03"
"Dec 16, 2021","113.70","114.03","114.25","113.56","-0.28"
"Dec 15, 2021","114.02","113.72","114.28","113.62","0.27"
"Dec 14, 2021","113.71","113.57","113.77","113.43","0.13"
"Dec 13, 2021","113.56","113.28","113.74","113.27","0.16"
"Dec 10, 2021","113.38","113.52","113.81","113.22","-0.05"
"Dec 09, 2021","113.44","113.68","113.82","113.27","-0.19"
"Dec 08, 2021","113.66","113.58","113.96","113.31","0.08"
"Dec 07, 2021","113.57","113.46","113.79","113.39","0.10"
"Dec 06, 2021","113.46","112.78","113.57","112.77","0.59"
"Dec 03, 2021","112.80","113.17","113.63","112.56","-0.31"
"Dec 02, 2021","113.15","112.76","113.35","112.71","0.35"
"Dec 01, 2021","112.75","113.18","113.64","112.67","-0.34"
"Nov 30, 2021","113.13","113.53","113.90","112.53","-0.34"
"Nov 29, 2021","113.52","113.36","113.97","112.99","0.19"
"Nov 26, 2021","113.31","115.36","115.39","113.04","-1.77"
"Nov 25, 2021","115.35","115.42","115.46","115.24","-0.05"
"Nov 24, 2021","115.41","115.11","115.53","114.82","0.25"
"Nov 23, 2021","115.12","114.92","115.19","114.49","0.23"
"Nov 22, 2021","114.86","113.96","114.97","113.90","0.77"
"Nov 19, 2021","113.98","114.25","114.55","113.58","-0.23"
"Nov 18, 2021","114.24","114.07","114.49","113.88","0.15"
"Nov 17, 2021","114.07","114.83","114.98","113.93","-0.65"
"Nov 16, 2021","114.82","114.13","114.86","114.10","0.61"
"Nov 15, 2021","114.12","113.90","114.22","113.75","0.24"
"Nov 12, 2021","113.85","114.07","114.31","113.75","-0.18"
"Nov 11, 2021","114.05","113.93","114.16","113.81","0.13"
"Nov 10, 2021","113.90","112.88","114.03","112.77","0.93"
"Nov 09, 2021","112.85","113.23","113.29","112.71","-0.33"
"Nov 08, 2021","113.22","113.43","113.68","113.07","-0.16"
"Nov 05, 2021","113.40","113.75","114.04","113.29","-0.31"
"Nov 04, 2021","113.75","114.00","114.29","113.50","-0.20"
"Nov 03, 2021","113.98","113.96","114.23","113.71","0.03"
"Nov 02, 2021","113.95","114.00","114.14","113.46","-0.03"
"Nov 01, 2021","113.98","113.97","114.46","113.93","-0.02"
"Oct 29, 2021","114.00","113.58","114.10","113.39","0.39"
"Oct 28, 2021","113.56","113.82","113.88","113.25","-0.22"
"Oct 27, 2021","113.81","114.15","114.22","113.39","-0.29"
"Oct 26, 2021","114.14","113.71","114.32","113.68","0.39"
"Oct 25, 2021","113.70","113.60","113.93","113.46","0.21"
"Oct 22, 2021","113.46","113.97","114.21","113.40","-0.45"
"Oct 21, 2021","113.97","114.28","114.42","113.64","-0.25"
"Oct 20, 2021","114.26","114.38","114.71","114.07","-0.09"
"Oct 19, 2021","114.36","114.32","114.40","113.88","0.04"
"Oct 18, 2021","114.31","114.21","114.46","114.01","0.10"
"Oct 15, 2021","114.20","113.68","114.47","113.64","0.48"
"Oct 14, 2021","113.66","113.28","113.73","113.21","0.38"
"Oct 13, 2021","113.23","113.61","113.82","113.22","-0.33"
"Oct 12, 2021","113.60","113.31","113.80","113.00","0.26"
"Oct 11, 2021","113.30","112.18","113.43","112.14","0.96"
"Oct 08, 2021","112.22","111.63","112.26","111.51","0.56"
"Oct 07, 2021","111.59","111.42","111.66","111.23","0.16"
"Oct 06, 2021","111.41","111.47","111.79","111.20","-0.04"
"Oct 05, 2021","111.45","110.89","111.57","110.86","0.52"
"Oct 04, 2021","110.87","111.04","111.32","110.82","-0.16"
"Oct 01, 2021","111.05","111.28","111.50","110.90","-0.20"
"Sep 30, 2021","111.27","111.97","112.08","111.24","-0.62"
"Sep 29, 2021","111.96","111.50","112.05","111.21","0.41"
"Sep 28, 2021","111.50","111.00","111.64","110.93","0.45"
"Sep 27, 2021","111.00","110.69","111.07","110.53","0.25"
"Sep 24, 2021","110.72","110.32","110.80","110.25","0.38"
"Sep 23, 2021","110.30","109.79","110.36","109.75","0.47"
"Sep 22, 2021","109.78","109.24","109.90","109.12","0.52"
"Sep 21, 2021","109.21","109.40","109.71","109.18","-0.16"
"Sep 20, 2021","109.39","109.97","110.04","109.32","-0.52"
"Sep 17, 2021","109.96","109.78","110.08","109.67","0.24"
"Sep 16, 2021","109.70","109.38","109.83","109.21","0.31"
"Sep 15, 2021","109.36","109.68","109.75","109.11","-0.28"
"Sep 14, 2021","109.67","110.00","110.17","109.53","-0.28"
"Sep 13, 2021","109.98","109.89","110.17","109.85","0.05"
"Sep 10, 2021","109.93","109.72","110.00","109.69","0.21"
"Sep 09, 2021","109.70","110.24","110.29","109.62","-0.48"
"Sep 08, 2021","110.23","110.29","110.46","110.14","-0.04"
"Sep 07, 2021","110.27","109.86","110.32","109.68","0.40"
"Sep 06, 2021","109.83","109.75","109.96","109.70","0.09"
"Sep 03, 2021","109.73","109.96","110.08","109.59","-0.17"
"Sep 02, 2021","109.92","110.00","110.12","109.92","-0.06"
"Sep 01, 2021","109.99","110.03","110.43","109.88","-0.03"
"Aug 31, 2021","110.02","109.93","110.08","109.58","0.09"
"Aug 30, 2021","109.92","109.86","109.97","109.70","0.09"
"Aug 27, 2021","109.82","110.10","110.28","109.78","-0.23"
"Aug 26, 2021","110.07","110.00","110.24","109.92","0.07"
"Aug 25, 2021","109.99","109.64","110.13","109.61","0.34"
"Aug 24, 2021","109.62","109.69","109.89","109.41","-0.05"
"Aug 23, 2021","109.68","109.81","110.15","109.65","-0.11"
"Aug 20, 2021","109.80","109.75","109.89","109.57","0.07"
"Aug 19, 2021","109.72","109.76","110.23","109.49","-0.02"
"Aug 18, 2021","109.74","109.57","110.07","109.47","0.16"
"Aug 17, 2021","109.57","109.22","109.66","109.12","0.31"
"Aug 16, 2021","109.23","109.71","109.76","109.11","-0.31"
"Aug 13, 2021","109.57","110.39","110.46","109.54","-0.73"
"Aug 12, 2021","110.38","110.42","110.55","110.31","-0.02"
"Aug 11, 2021","110.40","110.58","110.81","110.31","-0.14"
"Aug 10, 2021","110.56","110.29","110.60","110.28","0.25"
"Aug 09, 2021","110.28","110.26","110.36","110.02","0.03"
"Aug 06, 2021","110.25","109.77","110.36","109.69","0.46"
"Aug 05, 2021","109.74","109.49","109.79","109.40","0.25"
"Aug 04, 2021","109.47","109.07","109.68","108.72","0.39"
"Aug 03, 2021","109.04","109.32","109.36","108.88","-0.22"
"Aug 02, 2021","109.28","109.69","109.79","109.18","-0.38"
"Jul 30, 2021","109.70","109.49","109.83","109.36","0.22"
"Jul 29, 2021","109.46","109.91","109.96","109.42","-0.40"
"Jul 28, 2021","109.90","109.75","110.29","109.74","0.13"
"Jul 27, 2021","109.76","110.36","110.41","109.58","-0.53"
"Jul 26, 2021","110.34","110.57","110.59","110.11","-0.18"
"Jul 23, 2021","110.54","110.15","110.60","110.08","0.36"
"Jul 22, 2021","110.14","110.32","110.36","110.01","-0.12"
"Jul 21, 2021","110.27","109.86","110.39","109.79","0.39"
"Jul 20, 2021","109.84","109.43","109.96","109.33","0.37"
"Jul 19, 2021","109.44","109.92","110.11","109.07","-0.58"
"Jul 16, 2021","110.08","109.88","110.36","109.73","0.20"
"Jul 15, 2021","109.86","109.97","110.10","109.71","-0.12"
"Jul 14, 2021","109.99","110.64","110.71","109.93","-0.56"
"Jul 13, 2021","110.61","110.39","110.65","110.19","0.24"
"Jul 12, 2021","110.35","110.17","110.41","109.98","0.19"
"Jul 09, 2021","110.14","109.81","110.26","109.73","0.32"
"Jul 08, 2021","109.79","110.64","110.71","109.53","-0.78"
"Jul 07, 2021","110.65","110.64","110.82","110.39","0.05"
"Jul 06, 2021","110.60","110.96","110.99","110.52","-0.32"
"Jul 05, 2021","110.96","111.06","111.19","110.79","-0.07"
"Jul 02, 2021","111.04","111.54","111.67","110.95","-0.41"
"Jul 01, 2021","111.50","111.11","111.64","111.03","0.36"
"Jun 30, 2021","111.10","110.53","111.12","110.42","0.54"
"Jun 29, 2021","110.50","110.64","110.76","110.43","-0.11"
"Jun 28, 2021","110.62","110.75","110.98","110.50","-0.14"
"Jun 25, 2021","110.77","110.88","110.99","110.48","-0.08"
"Jun 24, 2021","110.86","110.96","111.12","110.69","-0.07"
"Jun 23, 2021","110.94","110.64","111.11","110.62","0.27"
"Jun 22, 2021","110.64","110.32","110.80","110.21","0.31"
"Jun 21, 2021","110.30","110.26","110.35","109.71","0.10"
"Jun 18, 2021","110.19","110.21","110.49","109.94","-0.01"
"Jun 17, 2021","110.20","110.70","110.83","110.17","-0.44"
"Jun 16, 2021","110.69","110.07","110.72","109.80","0.56"
"Jun 15, 2021","110.07","110.07","110.18","109.98","0.01"
"Jun 14, 2021","110.06","109.64","110.10","109.60","0.37"
"Jun 11, 2021","109.65","109.32","109.85","109.31","0.31"
"Jun 10, 2021","109.31","109.63","109.81","109.30","-0.27"
"Jun 09, 2021","109.61","109.50","109.66","109.22","0.11"
"Jun 08, 2021","109.49","109.25","109.56","109.19","0.23"
"Jun 07, 2021","109.24","109.51","109.64","109.18","-0.23"
"Jun 04, 2021","109.49","110.29","110.34","109.36","-0.72"
"Jun 03, 2021","110.28","109.56","110.33","109.54","0.68"
"Jun 02, 2021","109.54","109.47","109.89","109.42","0.08"
"Jun 01, 2021","109.45","109.57","109.71","109.32","-0.08"
"May 31, 2021","109.54","109.83","109.94","109.35","-0.25"
"May 28, 2021","109.81","109.82","110.21","109.74","0.01"
"May 27, 2021","109.80","109.15","109.93","109.03","0.60"
"May 26, 2021","109.14","108.78","109.18","108.71","0.35"
"May 25, 2021","108.76","108.74","109.07","108.57","0.02"
"May 24, 2021","108.74","108.94","109.00","108.69","-0.18"
"May 21, 2021","108.94","108.79","109.01","108.61","0.17"
"May 20, 2021","108.75","109.24","109.31","108.75","-0.42"
"May 19, 2021","109.21","108.89","109.35","108.57","0.30"
"May 18, 2021","108.88","109.21","109.29","108.83","-0.28"
"May 17, 2021","109.19","109.28","109.50","109.07","-0.14"
"May 14, 2021","109.34","109.46","109.66","109.19","-0.10"
"May 13, 2021","109.45","109.67","109.79","109.40","-0.18"
"May 12, 2021","109.65","108.61","109.71","108.59","0.96"
"May 11, 2021","108.61","108.79","108.99","108.35","-0.16"
"May 10, 2021","108.78","108.67","109.07","108.46","0.17"
"May 07, 2021","108.60","109.10","109.29","108.33","-0.44"
"May 06, 2021","109.08","109.21","109.43","109.00","-0.09"
"May 05, 2021","109.18","109.35","109.48","109.14","-0.14"
"May 04, 2021","109.33","109.07","109.50","109.03","0.25"
"May 03, 2021","109.06","109.26","109.71","108.89","-0.19"
"Apr 30, 2021","109.27","108.92","109.38","108.71","0.33"
"Apr 29, 2021","108.91","108.60","109.23","108.43","0.29"
"Apr 28, 2021","108.59","108.74","109.08","108.57","-0.08"
"Apr 27, 2021","108.68","108.07","108.78","108.07","0.56"
"Apr 26, 2021","108.08","107.99","108.21","107.64","0.16"
"Apr 23, 2021","107.91","107.96","108.15","107.47","-0.05"
"Apr 22, 2021","107.96","108.07","108.24","107.81","-0.08"
"Apr 21, 2021","108.05","108.10","108.29","107.88","-0.03"
"Apr 20, 2021","108.08","108.15","108.55","107.96","-0.06"
"Apr 19, 2021","108.15","108.78","108.84","108.01","-0.57"
"Apr 16, 2021","108.77","108.78","108.97","108.61","0.03"
"Apr 15, 2021","108.74","108.92","108.99","108.61","-0.16"
"Apr 14, 2021","108.91","109.07","109.10","108.75","-0.13"
"Apr 13, 2021","109.05","109.38","109.76","109.01","-0.29"
"Apr 12, 2021","109.37","109.68","109.78","109.24","-0.26"
"Apr 09, 2021","109.65","109.25","109.96","109.20","0.38"
"Apr 08, 2021","109.24","109.86","109.91","109.00","-0.55"
"Apr 07, 2021","109.84","109.75","109.96","109.57","0.09"
"Apr 06, 2021","109.74","110.17","110.57","109.67","-0.39"
"Apr 05, 2021","110.17","110.63","110.75","109.96","-0.49"
"Apr 02, 2021","110.71","110.63","110.75","110.36","0.10"
"Apr 01, 2021","110.60","110.75","110.86","110.54","-0.09"
"Mar 31, 2021","110.70","110.36","110.97","110.26","0.33"
"Mar 30, 2021","110.34","109.79","110.43","109.75","0.51"
"Mar 29, 2021","109.78","109.65","109.86","109.37","0.13"
"Mar 26, 2021","109.64","109.18","109.86","109.13","0.43"
"Mar 25, 2021","109.17","108.74","109.24","108.71","0.41"
"Mar 24, 2021","108.72","108.59","108.96","108.44","0.15"
"Mar 23, 2021","108.56","108.85","108.89","108.40","-0.25"
"Mar 22, 2021","108.83","108.86","108.96","108.51","-0.04"
"Mar 19, 2021","108.87","108.89","109.13","108.61","-0.01"
"Mar 18, 2021","108.88","108.85","109.31","108.63","0.05"
"Mar 17, 2021","108.83","109.00","109.33","108.75","-0.14"
"Mar 16, 2021","108.98","109.13","109.29","108.77","-0.13"
"Mar 15, 2021","109.12","109.07","109.37","108.91","0.11"
"Mar 12, 2021","109.00","108.50","109.17","108.49","0.47"
"Mar 11, 2021","108.49","108.38","108.82","108.36","0.10"
"Mar 10, 2021","108.38","108.47","108.93","108.33","-0.07"
"Mar 09, 2021","108.46","108.89","109.25","108.41","-0.37"
"Mar 08, 2021","108.86","108.40","108.95","108.31","0.48"
"Mar 05, 2021","108.34","107.97","108.64","107.82","0.34"
"Mar 04, 2021","107.97","107.00","107.99","106.96","0.92"
"Mar 03, 2021","106.99","106.68","107.16","106.68","0.30"
"Mar 02, 2021","106.67","106.76","106.96","106.67","-0.07"
"Mar 01, 2021","106.75","106.57","106.89","106.36","0.16"
"Feb 26, 2021","106.58","106.22","106.70","105.85","0.35"
"Feb 25, 2021","106.21","105.89","106.41","105.83","0.33"
"Feb 24, 2021","105.86","105.25","106.11","105.18","0.59"
"Feb 23, 2021","105.24","105.07","105.43","104.92","0.17"
"Feb 22, 2021","105.06","105.42","105.85","104.98","-0.35"
"Feb 19, 2021","105.43","105.69","105.75","105.24","-0.22"
"Feb 18, 2021","105.66","105.88","105.93","105.60","-0.18"
"Feb 17, 2021","105.85","106.04","106.22","105.78","-0.18"
"Feb 16, 2021","106.04","105.39","106.07","105.18","0.65"
"Feb 15, 2021","105.36","105.00","105.43","104.93","0.41"
"Feb 12, 2021","104.93","104.75","105.19","104.72","0.20"
"Feb 11, 2021","104.72","104.58","104.81","104.55","0.14"
"Feb 10, 2021","104.57","104.60","104.85","104.41","0.00"
"Feb 09, 2021","104.57","105.22","105.28","104.50","-0.62"
"Feb 08, 2021","105.22","105.39","105.68","105.15","-0.13"
"Feb 05, 2021","105.36","105.53","105.78","105.33","-0.17"
"Feb 04, 2021","105.54","105.02","105.57","104.97","0.50"
"Feb 03, 2021","105.01","104.97","105.11","104.92","0.04"
"Feb 02, 2021","104.97","104.93","105.18","104.82","0.06"
"Feb 01, 2021","104.91","104.68","105.04","104.61","0.22"
"Jan 29, 2021","104.68","104.24","104.95","104.21","0.45"
"Jan 28, 2021","104.21","104.11","104.47","104.06","0.12"
"Jan 27, 2021","104.09","103.62","104.21","103.58","0.47"
"Jan 26, 2021","103.60","103.74","103.83","103.55","-0.13"
"Jan 25, 2021","103.73","103.79","103.94","103.67","-0.04"
"Jan 22, 2021","103.77","103.50","103.89","103.47","0.28"
"Jan 21, 2021","103.48","103.54","103.67","103.32","-0.04"
"Jan 20, 2021","103.52","103.90","103.95","103.44","-0.36"
"Jan 19, 2021","103.89","103.68","104.10","103.65","0.19"
"Jan 18, 2021","103.69","103.76","103.94","103.63","-0.17"
"Jan 15, 2021","103.87","103.81","103.92","103.61","0.08"
"Jan 14, 2021","103.79","103.89","104.21","103.56","-0.06"
"Jan 13, 2021","103.85","103.75","104.00","103.53","0.10"
"Jan 12, 2021","103.75","104.28","104.35","103.72","-0.47"
"Jan 11, 2021","104.24","103.89","104.40","103.83","0.30"
"Jan 08, 2021","103.93","103.79","104.10","103.61","0.13"
"Jan 07, 2021","103.80","103.04","103.96","102.95","0.74"
"Jan 06, 2021","103.04","102.75","103.45","102.58","0.31"
"Jan 05, 2021","102.72","103.13","103.19","102.60","-0.37"
"Jan 04, 2021","103.10","103.18","103.32","102.71","-0.10"
"Jan 01, 2021","103.20","103.25","103.25","103.21","-0.04"
"Dec 31, 2020","103.24","103.18","103.32","102.99","0.07"
"Dec 30, 2020","103.17","103.58","103.61","102.96","-0.38"
"Dec 29, 2020","103.56","103.79","103.85","103.46","-0.21"
"Dec 28, 2020","103.78","103.54","103.90","103.39","0.29"
"Dec 25, 2020","103.48","103.64","103.69","103.39","-0.14"
"Dec 24, 2020","103.63","103.57","103.77","103.50","0.08"
"Dec 23, 2020","103.55","103.64","103.66","103.36","-0.08"
"Dec 22, 2020","103.63","103.32","103.75","103.28","0.32"
"Dec 21, 2020","103.30","103.39","103.89","103.25","-0.01"
"Dec 18, 2020","103.31","103.13","103.60","103.10","0.20"
"Dec 17, 2020","103.10","103.50","103.57","102.88","-0.37"
