"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 05, 2019","2,648,215","2,588,498","2,680,000","2,588,469","0.07K","2.31%"
"Dec 04, 2019","2,588,498","2,626,455","2,740,000","2,563,573","0.09K","-1.45%"
"Dec 03, 2019","2,626,456","2,632,204","2,650,000","2,615,001","0.06K","-0.22%"
"Dec 02, 2019","2,632,204","2,661,000","2,690,003","2,600,298","0.06K","-1.08%"
"Dec 01, 2019","2,660,999","2,705,001","2,705,001","2,600,002","0.03K","-1.63%"
"Nov 30, 2019","2,705,000","2,771,999","2,780,000","2,693,680","0.04K","-2.42%"
"Nov 29, 2019","2,771,999","2,680,002","2,799,950","2,680,002","0.05K","3.43%"
"Nov 28, 2019","2,680,011","2,690,500","2,750,790","2,670,003","0.06K","-0.39%"
"Nov 27, 2019","2,690,499","2,555,005","2,850,000","2,460,544","0.09K","5.30%"
"Nov 26, 2019","2,555,004","2,570,001","2,630,000","2,351,000","0.10K","-0.58%"
"Nov 25, 2019","2,570,002","2,510,398","2,630,002","2,300,999","0.07K","2.37%"
"Nov 24, 2019","2,510,398","2,619,701","2,619,701","2,505,009","0.03K","-4.17%"
"Nov 23, 2019","2,619,700","2,628,000","2,637,990","2,550,499","0.03K","1.15%"
"Nov 22, 2019","2,589,989","2,724,100","2,841,699","2,501,199","0.08K","-4.92%"
"Nov 21, 2019","2,724,099","2,895,503","2,906,010","2,700,000","0.07K","-5.92%"
"Nov 20, 2019","2,895,502","2,905,000","2,950,000","2,890,002","0.05K","-0.33%"
"Nov 19, 2019","2,905,001","2,947,811","2,947,811","2,850,000","0.05K","-1.45%"
"Nov 18, 2019","2,947,810","3,055,000","3,100,000","2,900,500","0.05K","-3.51%"
"Nov 17, 2019","3,054,999","3,040,887","3,090,000","3,030,400","0.03K","0.46%"
"Nov 16, 2019","3,040,887","3,030,003","3,060,000","3,030,000","0.03K","0.36%"
"Nov 15, 2019","3,030,002","3,114,999","3,129,990","3,008,009","0.06K","-2.73%"
"Nov 14, 2019","3,115,000","3,136,600","3,150,000","3,103,606","0.05K","-0.69%"
"Nov 13, 2019","3,136,599","3,130,000","3,149,997","3,113,350","0.05K","-0.11%"
"Nov 12, 2019","3,140,000","3,100,250","3,150,000","3,100,249","0.04K","1.28%"
"Nov 11, 2019","3,100,249","3,221,899","3,221,900","3,071,000","0.04K","-3.78%"
"Nov 10, 2019","3,221,900","3,142,301","3,235,222","3,142,301","0.02K","2.53%"
"Nov 09, 2019","3,142,302","3,150,200","3,178,000","3,050,000","0.04K","-0.25%"
"Nov 08, 2019","3,150,200","3,281,699","3,300,000","3,025,001","0.06K","-4.01%"
"Nov 07, 2019","3,281,700","3,311,999","3,320,599","3,256,000","0.05K","-0.91%"
"Nov 06, 2019","3,312,000","3,299,319","3,339,989","3,250,000","0.06K","0.38%"
"Nov 05, 2019","3,299,319","3,334,999","3,335,675","3,280,419","0.06K","-1.07%"
"Nov 04, 2019","3,334,998","3,254,000","3,351,000","3,253,999","0.06K","2.49%"
"Nov 03, 2019","3,253,999","3,272,899","3,280,000","3,240,520","0.03K","-0.38%"
"Nov 02, 2019","3,266,527","3,253,002","3,283,001","3,240,300","0.03K","0.42%"
"Nov 01, 2019","3,253,001","3,263,879","3,280,399","3,232,000","0.05K","-0.33%"
"Oct 31, 2019","3,263,878","3,231,698","3,300,000","3,200,000","0.06K","1.00%"
"Oct 30, 2019","3,231,698","3,334,999","3,335,000","3,213,169","0.05K","-3.10%"
"Oct 29, 2019","3,335,000","3,305,000","3,370,000","3,275,000","0.05K","0.72%"
"Oct 28, 2019","3,311,098","3,361,899","3,433,597","3,306,000","0.07K","-1.51%"
"Oct 27, 2019","3,361,900","3,197,756","3,398,002","3,155,999","0.06K","5.13%"
"Oct 26, 2019","3,197,756","2,999,999","3,499,999","2,999,999","0.12K","6.59%"
"Oct 25, 2019","2,999,999","2,675,000","2,999,999","2,664,999","0.10K","12.44%"
"Oct 24, 2019","2,668,000","2,680,000","2,699,001","2,620,000","0.05K","-0.45%"
"Oct 23, 2019","2,679,999","2,866,005","2,892,700","2,650,000","0.06K","-6.49%"
"Oct 22, 2019","2,866,004","2,919,903","2,950,000","2,800,000","0.06K","-1.85%"
"Oct 21, 2019","2,919,902","2,910,000","2,948,598","2,906,300","0.05K","0.34%"
"Oct 20, 2019","2,909,999","2,837,777","2,933,000","2,816,999","0.03K","2.54%"
"Oct 19, 2019","2,837,778","2,831,999","2,885,900","2,817,999","0.02K","0.20%"
"Oct 18, 2019","2,832,000","2,872,020","2,909,600","2,800,000","0.05K","-1.39%"
"Oct 17, 2019","2,872,020","2,892,601","2,918,999","2,871,000","0.05K","0.07%"
"Oct 16, 2019","2,870,005","2,957,001","2,967,982","2,870,000","0.06K","-2.94%"
"Oct 15, 2019","2,957,001","2,997,033","3,010,009","2,953,501","0.05K","-1.34%"
"Oct 14, 2019","2,997,033","2,979,001","3,021,000","2,971,400","0.04K","0.61%"
"Oct 13, 2019","2,979,000","2,954,500","3,003,920","2,950,500","0.03K","0.83%"
"Oct 12, 2019","2,954,499","2,980,001","3,002,000","2,952,025","0.02K","-0.86%"
"Oct 11, 2019","2,980,001","3,068,998","3,112,000","2,950,090","0.07K","-2.90%"
"Oct 10, 2019","3,068,997","3,062,299","3,098,999","3,061,305","0.06K","0.22%"
"Oct 09, 2019","3,062,300","2,916,387","3,100,000","2,900,001","0.07K","5.00%"
"Oct 08, 2019","2,916,387","2,912,260","2,950,001","2,900,016","0.06K","0.15%"
"Oct 07, 2019","2,911,969","2,804,999","2,959,889","2,800,000","0.07K","3.81%"
"Oct 06, 2019","2,804,998","2,885,400","2,885,401","2,751,111","0.03K","-2.79%"
"Oct 05, 2019","2,885,401","2,893,201","2,893,201","2,851,507","0.03K","-0.27%"
"Oct 04, 2019","2,893,200","2,920,998","2,939,700","2,885,000","0.04K","-0.95%"
"Oct 03, 2019","2,920,998","2,964,272","2,969,001","2,884,106","0.05K","-1.46%"
"Oct 02, 2019","2,964,271","2,927,999","2,969,888","2,900,000","0.06K","1.24%"
"Oct 01, 2019","2,928,000","2,951,098","3,033,500","2,907,021","0.05K","-0.78%"
"Sep 30, 2019","2,951,099","2,910,001","2,990,999","2,817,251","0.06K","1.41%"
"Sep 29, 2019","2,910,001","2,941,501","2,949,000","2,875,603","0.02K","-1.07%"
"Sep 28, 2019","2,941,500","2,940,046","2,984,055","2,930,001","0.03K","0.05%"
"Sep 27, 2019","2,940,046","2,890,100","2,998,029","2,825,999","0.06K","1.73%"
"Sep 26, 2019","2,890,101","3,050,002","3,080,000","2,822,671","0.08K","-5.24%"
"Sep 25, 2019","3,050,001","3,100,001","3,150,000","2,965,001","0.08K","-1.61%"
"Sep 24, 2019","3,100,000","3,470,120","3,533,000","2,910,982","0.07K","-10.67%"
"Sep 23, 2019","3,470,120","3,580,001","3,589,500","3,420,000","0.04K","-3.07%"
"Sep 22, 2019","3,580,000","3,571,006","3,598,041","3,560,198","0.01K","0.25%"
"Sep 21, 2019","3,571,007","3,622,445","3,628,080","3,571,002","0.02K","-1.42%"
"Sep 20, 2019","3,622,444","3,649,000","3,650,000","3,610,009","0.03K","-0.73%"
"Sep 19, 2019","3,649,000","3,640,615","3,659,000","3,550,000","0.05K","0.23%"
"Sep 18, 2019","3,640,614","3,640,000","3,659,998","3,640,000","0.04K","0.02%"
"Sep 17, 2019","3,640,001","3,635,125","3,640,001","3,616,000","0.04K","0.13%"
"Sep 16, 2019","3,635,125","3,624,999","3,640,000","3,590,000","0.05K","0.28%"
"Sep 15, 2019","3,625,000","3,631,999","3,639,836","3,610,201","0.02K","-0.19%"
"Sep 14, 2019","3,632,000","3,619,425","3,650,000","3,589,344","0.02K","0.35%"
"Sep 13, 2019","3,619,426","3,653,000","3,659,577","3,569,999","0.03K","-0.92%"
"Sep 12, 2019","3,652,999","3,600,000","3,669,979","3,560,328","0.04K","1.47%"
"Sep 11, 2019","3,600,001","3,581,099","3,618,000","3,550,250","0.04K","0.53%"
"Sep 10, 2019","3,581,100","3,658,499","3,658,499","3,560,000","0.04K","-2.12%"
"Sep 09, 2019","3,658,499","3,680,133","3,690,000","3,600,004","0.04K","-0.59%"
"Sep 08, 2019","3,680,134","3,697,800","3,739,999","3,651,600","0.02K","-0.48%"
"Sep 07, 2019","3,697,799","3,665,019","3,743,000","3,650,334","0.02K","0.89%"
"Sep 06, 2019","3,665,019","3,730,000","3,850,001","3,600,109","0.08K","-1.74%"
"Sep 05, 2019","3,729,999","3,746,859","3,755,000","3,720,000","0.05K","-0.45%"
"Sep 04, 2019","3,746,860","3,760,999","3,797,096","3,702,000","0.07K","-0.82%"
"Sep 03, 2019","3,778,010","3,689,999","3,832,000","3,655,000","0.06K","2.39%"
"Sep 02, 2019","3,690,000","3,480,015","3,690,000","3,480,015","0.05K","6.03%"
"Sep 01, 2019","3,480,015","3,442,000","3,490,000","3,422,767","0.02K","1.10%"
"Aug 31, 2019","3,441,999","3,433,995","3,459,000","3,409,899","0.02K","0.23%"
"Aug 30, 2019","3,433,996","3,430,303","3,499,997","3,405,635","0.04K","0.11%"
"Aug 29, 2019","3,430,303","3,555,999","3,557,999","3,410,680","0.06K","-3.53%"
"Aug 28, 2019","3,555,999","3,623,497","3,650,000","3,520,000","0.05K","-1.86%"
"Aug 27, 2019","3,623,498","3,672,900","3,672,900","3,620,000","0.05K","-1.35%"
"Aug 26, 2019","3,672,899","3,620,189","3,750,000","3,620,189","0.05K","1.50%"
"Aug 25, 2019","3,618,468","3,633,657","3,689,989","3,600,005","0.02K","-0.42%"
"Aug 24, 2019","3,633,656","3,679,999","3,715,000","3,600,000","0.03K","-1.26%"
"Aug 23, 2019","3,679,999","3,640,400","3,739,000","3,640,003","0.04K","1.09%"
"Aug 22, 2019","3,640,399","3,643,938","3,669,990","3,555,558","0.05K","-0.10%"
"Aug 21, 2019","3,643,938","3,848,249","3,848,250","3,602,000","0.06K","-5.31%"
"Aug 20, 2019","3,848,250","3,895,000","3,900,000","3,823,009","0.04K","-1.20%"
"Aug 19, 2019","3,895,000","3,640,009","3,900,000","3,640,009","0.06K","7.01%"
"Aug 18, 2019","3,640,009","3,646,899","3,746,852","3,623,800","0.02K","-0.27%"
"Aug 17, 2019","3,650,000","3,709,998","3,745,001","3,600,001","0.03K","-1.62%"
"Aug 16, 2019","3,709,999","3,700,899","3,741,000","3,521,048","0.06K","0.25%"
"Aug 15, 2019","3,700,899","3,527,905","3,750,997","3,418,000","0.06K","4.91%"
"Aug 14, 2019","3,527,676","3,822,670","3,822,671","3,515,999","0.08K","-7.72%"
"Aug 13, 2019","3,822,671","4,042,599","4,042,599","3,822,009","0.04K","-5.44%"
"Aug 12, 2019","4,042,598","4,076,001","4,076,002","4,023,000","0.02K","-0.59%"
"Aug 11, 2019","4,066,790","4,009,872","4,076,002","4,000,000","0.02K","1.42%"
"Aug 10, 2019","4,009,872","4,180,000","4,188,009","4,000,500","0.04K","-4.07%"
"Aug 09, 2019","4,179,999","4,199,001","4,199,001","4,130,031","0.05K","-0.45%"
"Aug 08, 2019","4,199,000","4,199,000","4,199,001","4,100,000","0.05K","0.00%"
"Aug 07, 2019","4,199,001","4,030,299","4,236,000","3,974,011","0.09K","4.84%"
"Aug 06, 2019","4,005,000","4,100,096","4,290,901","3,902,000","0.10K","-2.32%"
"Aug 05, 2019","4,100,096","3,861,995","4,150,000","3,850,000","0.08K","6.17%"
"Aug 04, 2019","3,861,994","3,829,900","3,865,000","3,766,019","0.03K","0.84%"
"Aug 03, 2019","3,829,899","3,739,820","3,840,135","3,731,000","0.04K","2.41%"
"Aug 02, 2019","3,739,820","3,685,000","3,790,000","3,685,000","0.06K","1.49%"
"Aug 01, 2019","3,685,001","3,562,000","3,700,000","3,540,009","0.07K","3.45%"
"Jul 31, 2019","3,562,000","3,429,132","3,580,000","3,429,131","0.07K","3.87%"
"Jul 30, 2019","3,429,131","3,397,699","3,449,690","3,374,002","0.04K","0.93%"
"Jul 29, 2019","3,397,698","3,399,303","3,450,000","3,310,000","0.05K","-0.05%"
"Jul 28, 2019","3,399,302","3,399,999","3,438,000","3,300,010","0.02K","-0.02%"
"Jul 27, 2019","3,400,000","3,496,800","3,591,393","3,381,050","0.03K","-2.58%"
"Jul 26, 2019","3,490,180","3,544,000","3,544,000","3,470,999","0.04K","-1.52%"
"Jul 25, 2019","3,544,000","3,505,020","3,610,000","3,465,099","0.05K","1.78%"
"Jul 24, 2019","3,481,999","3,561,500","3,603,000","3,150,000","0.07K","-2.23%"
"Jul 23, 2019","3,561,500","3,677,990","3,688,500","3,557,599","0.05K","-3.17%"
"Jul 22, 2019","3,677,990","3,772,900","3,798,000","3,660,000","0.04K","-2.52%"
"Jul 21, 2019","3,772,899","3,820,220","3,820,222","3,665,248","0.03K","-1.24%"
"Jul 20, 2019","3,820,220","3,736,100","3,899,000","3,709,999","0.04K","2.25%"
"Jul 19, 2019","3,736,099","3,779,981","3,820,602","3,638,003","0.06K","-1.16%"
"Jul 18, 2019","3,779,982","3,474,000","3,839,800","3,384,000","0.09K","8.81%"
"Jul 17, 2019","3,474,001","3,402,001","3,630,123","3,250,015","0.11K","2.12%"
"Jul 16, 2019","3,402,002","3,902,600","3,935,500","3,400,000","0.08K","-13.30%"
"Jul 15, 2019","3,924,000","3,775,050","4,000,000","3,601,000","0.09K","3.40%"
"Jul 14, 2019","3,795,001","4,090,016","4,100,001","3,795,001","0.05K","-7.21%"
"Jul 13, 2019","4,090,015","4,215,000","4,215,000","4,030,000","0.04K","-2.97%"
"Jul 12, 2019","4,214,999","4,090,481","4,219,301","4,060,000","0.06K","3.04%"
"Jul 11, 2019","4,090,481","4,363,999","4,392,000","4,008,334","0.07K","-6.27%"
"Jul 10, 2019","4,363,999","4,432,296","4,650,000","4,101,212","0.11K","-1.54%"
"Jul 09, 2019","4,432,295","4,364,000","4,530,000","4,300,949","0.09K","1.56%"
"Jul 08, 2019","4,364,000","4,061,969","4,379,899","4,061,969","0.10K","7.44%"
"Jul 07, 2019","4,061,969","4,029,507","4,080,000","4,002,967","0.03K","0.81%"
"Jul 06, 2019","4,029,506","3,953,700","4,150,500","3,953,700","0.04K","1.92%"
"Jul 05, 2019","3,953,700","4,115,000","4,158,000","3,920,006","0.07K","-2.40%"
"Jul 04, 2019","4,050,799","4,248,999","4,292,000","4,036,999","0.07K","-5.62%"
"Jul 03, 2019","4,292,180","3,864,000","4,299,999","3,863,999","0.11K","11.08%"
"Jul 02, 2019","3,863,999","3,849,999","3,977,700","3,460,003","0.11K","0.36%"
"Jul 01, 2019","3,849,999","4,080,731","4,175,000","3,600,001","0.11K","-5.65%"
"Jun 30, 2019","4,080,730","4,375,999","4,399,970","3,982,383","0.06K","-6.75%"
"Jun 29, 2019","4,375,998","4,478,000","4,478,000","4,205,000","0.04K","-2.28%"
"Jun 28, 2019","4,477,999","4,100,123","4,492,900","4,025,122","0.10K","9.22%"
"Jun 27, 2019","4,100,124","4,900,001","5,050,000","3,755,757","0.18K","-16.32%"
"Jun 26, 2019","4,900,001","4,219,989","5,099,000","4,219,989","0.17K","16.11%"
"Jun 25, 2019","4,219,990","3,976,001","4,220,000","3,976,000","0.07K","6.14%"
"Jun 24, 2019","3,976,000","3,905,100","3,980,000","3,826,000","0.07K","1.82%"
"Jun 23, 2019","3,905,100","3,857,900","4,020,854","3,753,010","0.05K","1.22%"
"Jun 22, 2019","3,857,900","3,600,300","4,049,500","3,600,299","0.13K","7.15%"
"Jun 21, 2019","3,600,300","3,413,068","3,600,300","3,413,068","0.09K","5.49%"
"Jun 20, 2019","3,413,068","3,299,999","3,421,000","3,299,999","0.07K","3.43%"
"Jun 19, 2019","3,300,000","3,247,000","3,300,000","3,246,999","0.05K","1.63%"
"Jun 18, 2019","3,246,999","3,311,000","3,330,000","3,215,099","0.05K","-1.94%"
"Jun 17, 2019","3,311,090","3,179,901","3,360,000","3,179,901","0.08K","3.54%"
"Jun 16, 2019","3,197,907","3,120,999","3,293,991","3,120,999","0.08K","2.46%"
"Jun 15, 2019","3,121,000","3,096,998","3,135,000","3,075,000","0.04K","0.78%"
"Jun 14, 2019","3,096,997","2,945,000","3,096,998","2,944,999","0.06K","5.16%"
"Jun 13, 2019","2,944,999","2,884,000","2,979,998","2,883,999","0.05K","2.12%"
"Jun 12, 2019","2,884,000","2,857,999","2,920,399","2,837,014","0.05K","0.91%"
"Jun 11, 2019","2,857,999","2,884,999","2,888,584","2,810,899","0.05K","-0.87%"
"Jun 10, 2019","2,882,997","2,814,000","2,884,999","2,756,009","0.05K","2.45%"
"Jun 09, 2019","2,814,000","2,869,500","2,870,000","2,788,003","0.03K","-1.93%"
"Jun 08, 2019","2,869,500","2,865,716","2,974,000","2,846,301","0.03K","0.14%"
"Jun 07, 2019","2,865,416","2,775,999","3,085,000","2,775,999","0.07K","3.22%"
"Jun 06, 2019","2,775,999","2,795,001","2,840,000","2,705,000","0.07K","-0.68%"
"Jun 05, 2019","2,795,001","2,789,999","2,900,000","2,750,019","0.05K","0.18%"
"Jun 04, 2019","2,790,000","3,030,000","3,030,000","2,660,007","0.09K","-7.92%"
"Jun 03, 2019","3,030,001","3,132,999","3,132,999","3,030,000","0.06K","-3.29%"
"Jun 02, 2019","3,132,998","3,078,800","3,148,000","3,073,012","0.04K","1.76%"
"Jun 01, 2019","3,078,799","3,079,002","3,089,000","3,030,000","0.04K","0.28%"
"May 31, 2019","3,070,189","3,017,826","3,136,307","3,005,002","0.05K","1.74%"
"May 30, 2019","3,017,826","3,112,657","3,209,999","3,005,002","0.09K","-3.05%"
"May 29, 2019","3,112,657","3,130,350","3,139,990","3,070,999","0.05K","-0.57%"
"May 28, 2019","3,130,350","3,149,571","3,150,000","3,115,003","0.04K","-0.61%"
"May 27, 2019","3,149,571","3,024,219","3,198,009","3,024,219","0.11K","4.14%"
"May 26, 2019","3,024,219","2,865,949","3,080,000","2,852,997","0.07K","5.52%"
"May 25, 2019","2,865,950","2,845,000","2,882,011","2,826,009","0.03K","0.74%"
"May 24, 2019","2,845,000","2,845,458","2,882,011","2,820,002","0.05K","-0.02%"
"May 23, 2019","2,845,458","2,805,109","2,870,000","2,700,000","0.06K","1.44%"
"May 22, 2019","2,805,110","2,865,000","2,879,000","2,781,899","0.05K","-1.95%"
"May 21, 2019","2,861,001","2,844,241","2,880,000","2,820,005","0.06K","0.59%"
"May 20, 2019","2,844,241","2,916,160","2,916,161","2,768,998","0.07K","-2.47%"
"May 19, 2019","2,916,160","2,629,999","2,943,001","2,629,999","0.07K","10.88%"
"May 18, 2019","2,630,000","2,625,000","2,700,000","2,589,189","0.04K","0.19%"
"May 17, 2019","2,625,000","2,862,755","2,885,900","2,450,100","0.15K","-8.31%"
"May 16, 2019","2,862,755","2,949,999","2,995,354","2,851,609","0.09K","-2.96%"
"May 15, 2019","2,949,999","2,921,900","2,964,200","2,900,001","0.07K","0.96%"
"May 14, 2019","2,921,900","2,879,000","2,999,900","2,817,000","0.12K","1.49%"
"May 13, 2019","2,879,000","2,540,001","2,920,222","2,506,000","0.13K","13.35%"
"May 12, 2019","2,540,001","2,621,999","2,770,000","2,325,000","0.13K","-3.13%"
"May 11, 2019","2,621,999","2,320,005","2,680,000","2,310,011","0.08K","13.46%"
"May 10, 2019","2,310,999","2,239,001","2,330,026","2,190,000","0.08K","3.22%"
"May 09, 2019","2,239,000","2,135,788","2,276,951","2,135,788","0.11K","4.83%"
"May 08, 2019","2,135,789","2,110,000","2,149,990","2,081,630","0.08K","1.22%"
"May 07, 2019","2,110,000","2,039,969","2,131,900","2,039,969","0.10K","3.43%"
"May 06, 2019","2,039,969","2,050,555","2,050,555","2,010,010","0.07K","-0.52%"
"May 05, 2019","2,050,554","2,040,000","2,050,555","2,030,009","0.06K","0.52%"
"May 04, 2019","2,039,999","2,000,287","2,040,000","2,000,000","0.05K","1.99%"
"May 03, 2019","2,000,286","1,930,554","2,045,999","1,920,153","0.09K","3.61%"
"May 02, 2019","1,930,553","1,899,999","1,935,789","1,899,999","0.08K","1.61%"
"May 01, 2019","1,899,999","1,893,900","1,904,000","1,892,299","0.05K","0.32%"
"Apr 30, 2019","1,893,899","1,880,000","1,900,000","1,860,010","0.06K","0.74%"
"Apr 29, 2019","1,880,000","1,909,999","1,910,000","1,880,000","0.07K","-1.57%"
"Apr 28, 2019","1,909,999","1,900,106","1,910,000","1,893,160","0.03K","0.52%"
"Apr 27, 2019","1,900,106","1,886,760","1,910,000","1,886,760","0.03K","0.71%"
"Apr 26, 2019","1,886,761","1,910,900","1,948,900","1,880,000","0.09K","-1.26%"
"Apr 25, 2019","1,910,900","1,980,969","1,999,999","1,890,180","0.07K","-3.54%"
"Apr 24, 2019","1,980,969","2,010,500","2,021,000","1,951,001","0.08K","-1.47%"
"Apr 23, 2019","2,010,500","1,933,099","2,045,760","1,933,098","0.09K","4.00%"
"Apr 22, 2019","1,933,099","1,914,041","1,934,996","1,909,925","0.04K","0.89%"
"Apr 21, 2019","1,916,040","1,917,999","1,919,520","1,908,006","0.02K","-0.10%"
"Apr 20, 2019","1,918,000","1,902,180","1,938,001","1,902,179","0.03K","0.83%"
"Apr 19, 2019","1,902,180","1,898,283","1,910,000","1,890,670","0.05K","0.21%"
"Apr 18, 2019","1,898,282","1,885,999","1,900,000","1,878,111","0.07K","0.65%"
"Apr 17, 2019","1,885,999","1,873,000","1,890,000","1,872,999","0.07K","0.69%"
"Apr 16, 2019","1,873,000","1,835,219","1,873,000","1,835,219","0.07K","1.79%"
"Apr 15, 2019","1,839,999","1,856,001","1,870,000","1,835,000","0.08K","-0.86%"
"Apr 14, 2019","1,856,000","1,837,500","1,863,998","1,832,461","0.03K","1.13%"
"Apr 13, 2019","1,835,299","1,829,070","1,845,000","1,829,070","0.03K","0.34%"
"Apr 12, 2019","1,829,071","1,841,180","1,849,999","1,810,009","0.07K","-0.66%"
"Apr 11, 2019","1,841,180","1,916,704","1,926,860","1,824,000","0.08K","-3.94%"
"Apr 10, 2019","1,916,704","1,887,160","1,949,988","1,887,160","0.08K","1.23%"
"Apr 09, 2019","1,893,401","1,918,390","1,918,390","1,885,000","0.07K","-1.30%"
"Apr 08, 2019","1,918,389","1,879,999","1,935,901","1,879,999","0.11K","2.04%"
"Apr 07, 2019","1,879,999","1,829,611","1,880,000","1,829,611","0.05K","2.75%"
"Apr 06, 2019","1,829,612","1,804,298","1,896,780","1,804,298","0.05K","1.07%"
"Apr 05, 2019","1,810,188","1,774,203","1,840,000","1,774,202","0.08K","2.03%"
"Apr 04, 2019","1,774,202","1,804,002","1,849,000","1,750,002","0.11K","-1.65%"
"Apr 03, 2019","1,804,002","1,755,999","1,939,840","1,755,999","0.15K","2.73%"
"Apr 02, 2019","1,755,999","1,502,730","1,800,000","1,502,729","0.17K","16.85%"
"Apr 01, 2019","1,502,730","1,480,000","1,507,530","1,480,000","0.10K","1.54%"
"Mar 31, 2019","1,480,001","1,474,569","1,480,001","1,474,569","0.04K","0.37%"
"Mar 30, 2019","1,474,569","1,474,700","1,485,000","1,470,005","0.06K","-0.01%"
"Mar 29, 2019","1,474,699","1,452,231","1,485,000","1,452,231","0.08K","1.55%"
"Mar 28, 2019","1,452,231","1,450,555","1,459,000","1,445,065","0.08K","0.12%"
"Mar 27, 2019","1,450,554","1,426,000","1,450,555","1,425,599","0.10K","1.72%"
"Mar 26, 2019","1,425,999","1,429,239","1,432,985","1,424,500","0.08K","-0.23%"
"Mar 25, 2019","1,429,239","1,446,000","1,454,000","1,420,649","0.10K","-1.16%"
"Mar 24, 2019","1,446,001","1,444,263","1,450,000","1,444,262","0.03K","0.12%"
"Mar 23, 2019","1,444,262","1,442,962","1,448,980","1,442,133","0.03K","0.09%"
"Mar 22, 2019","1,442,962","1,444,990","1,455,000","1,440,091","0.08K","-0.14%"
"Mar 21, 2019","1,444,990","1,458,899","1,465,999","1,437,002","0.08K","-0.71%"
"Mar 20, 2019","1,455,298","1,441,100","1,459,999","1,436,788","0.11K","0.99%"
"Mar 19, 2019","1,441,100","1,430,999","1,443,996","1,430,999","0.09K","0.71%"
"Mar 18, 2019","1,430,999","1,430,716","1,449,000","1,425,004","0.10K","0.07%"
"Mar 17, 2019","1,430,000","1,425,880","1,431,999","1,416,000","0.06K","0.29%"
"Mar 16, 2019","1,425,879","1,401,439","1,449,790","1,401,438","0.06K","1.74%"
"Mar 15, 2019","1,401,438","1,389,500","1,407,999","1,389,499","0.10K","0.86%"
"Mar 14, 2019","1,389,499","1,387,377","1,394,700","1,385,000","0.10K","0.15%"
"Mar 13, 2019","1,387,378","1,392,715","1,394,800","1,383,288","0.09K","-0.38%"
"Mar 12, 2019","1,392,714","1,385,999","1,396,000","1,373,240","0.09K","0.48%"
"Mar 11, 2019","1,386,000","1,399,997","1,400,000","1,385,200","0.09K","-1.00%"
"Mar 10, 2019","1,399,996","1,394,300","1,401,000","1,390,655","0.03K","0.41%"
"Mar 09, 2019","1,394,301","1,389,800","1,405,000","1,376,505","0.05K","0.32%"
"Mar 08, 2019","1,389,800","1,386,000","1,400,000","1,371,009","0.09K","0.27%"
"Mar 07, 2019","1,385,999","1,371,085","1,399,888","1,370,003","0.08K","1.09%"
"Mar 06, 2019","1,371,085","1,366,090","1,381,899","1,364,499","0.09K","0.37%"
"Mar 05, 2019","1,366,090","1,318,309","1,370,000","1,317,949","0.12K","3.62%"
"Mar 04, 2019","1,318,308","1,345,725","1,352,014","1,300,300","0.09K","-2.04%"
"Mar 03, 2019","1,345,725","1,352,002","1,358,797","1,345,357","0.05K","-0.46%"
"Mar 02, 2019","1,352,003","1,357,752","1,359,999","1,350,002","0.05K","-0.42%"
"Mar 01, 2019","1,357,751","1,360,001","1,364,826","1,355,000","0.09K","-0.17%"
"Feb 28, 2019","1,360,001","1,354,111","1,370,000","1,354,110","0.10K","0.44%"
"Feb 27, 2019","1,354,110","1,351,838","1,364,980","1,340,000","0.09K","0.17%"
"Feb 26, 2019","1,351,837","1,351,201","1,365,000","1,351,200","0.08K","0.05%"
"Feb 25, 2019","1,351,200","1,350,000","1,377,000","1,340,100","0.08K","0.09%"
"Feb 24, 2019","1,350,001","1,450,999","1,469,819","1,330,001","0.11K","-6.96%"
"Feb 23, 2019","1,450,999","1,408,000","1,474,000","1,390,909","0.08K","3.05%"
"Feb 22, 2019","1,408,000","1,399,015","1,420,050","1,380,000","0.10K","0.64%"
"Feb 21, 2019","1,399,015","1,405,000","1,409,999","1,395,850","0.07K","-0.43%"
"Feb 20, 2019","1,405,000","1,401,653","1,410,000","1,380,860","0.10K","0.24%"
"Feb 19, 2019","1,401,653","1,369,999","1,449,500","1,369,999","0.10K","2.31%"
"Feb 18, 2019","1,369,999","1,282,097","1,370,000","1,279,999","0.09K","6.86%"
"Feb 17, 2019","1,282,098","1,277,701","1,287,900","1,274,000","0.04K","0.26%"
"Feb 16, 2019","1,278,779","1,275,101","1,285,999","1,272,967","0.05K","0.29%"
"Feb 15, 2019","1,275,101","1,274,210","1,287,000","1,273,070","0.06K","0.07%"
"Feb 14, 2019","1,274,215","1,272,966","1,289,999","1,272,966","0.08K","0.10%"
"Feb 13, 2019","1,272,966","1,279,999","1,280,000","1,260,089","0.11K","-0.55%"
"Feb 12, 2019","1,279,999","1,276,995","1,280,000","1,273,156","0.07K","0.25%"
"Feb 11, 2019","1,276,766","1,274,999","1,287,000","1,267,401","0.07K","0.14%"
"Feb 10, 2019","1,274,998","1,261,999","1,274,999","1,253,316","0.04K","1.03%"
"Feb 09, 2019","1,261,998","1,245,024","1,262,000","1,245,023","0.06K","1.36%"
"Feb 08, 2019","1,245,023","1,177,419","1,269,003","1,175,904","0.11K","5.74%"
"Feb 07, 2019","1,177,419","1,171,494","1,183,000","1,171,493","0.08K","0.51%"
