"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 09, 2022","13,245,902","13,265,445","13,479,999","13,110,119","0.03K","-0.15%"
"Jul 08, 2022","13,265,445","13,379,944","13,899,993","13,080,001","0.05K","-0.86%"
"Jul 07, 2022","13,379,944","12,637,015","13,400,000","12,476,000","0.05K","5.88%"
"Jul 06, 2022","12,637,015","12,400,508","12,758,998","12,155,554","0.05K","1.91%"
"Jul 05, 2022","12,400,508","12,405,670","12,698,966","11,920,003","0.04K","-0.04%"
"Jul 04, 2022","12,405,670","11,876,004","12,467,137","11,729,012","0.03K","4.46%"
"Jul 03, 2022","11,876,004","11,848,899","11,999,861","11,560,010","0.03K","0.23%"
"Jul 02, 2022","11,848,899","11,820,010","12,150,000","11,651,042","0.03K","0.24%"
"Jul 01, 2022","11,820,010","12,189,734","12,787,881","11,621,017","0.06K","-3.03%"
"Jun 30, 2022","12,189,734","12,314,024","12,389,981","11,370,011","0.05K","-1.01%"
"Jun 29, 2022","12,314,024","12,458,108","12,699,999","12,184,716","0.04K","-1.16%"
"Jun 28, 2022","12,458,108","12,752,589","13,005,200","12,200,200","0.04K","-2.31%"
"Jun 27, 2022","12,752,589","12,889,566","13,275,000","12,500,008","0.03K","-1.06%"
"Jun 26, 2022","12,889,566","13,100,542","13,409,972","12,851,000","0.02K","-1.61%"
"Jun 25, 2022","13,100,542","12,967,909","13,195,000","12,800,000","0.03K","1.02%"
"Jun 24, 2022","12,967,909","12,683,001","13,200,000","12,400,117","0.05K","2.25%"
"Jun 23, 2022","12,683,001","12,193,421","12,887,995","12,152,006","0.05K","4.02%"
"Jun 22, 2022","12,193,421","12,717,651","12,889,999","11,530,099","0.05K","-4.12%"
"Jun 21, 2022","12,717,651","12,571,530","13,312,859","12,322,131","0.04K","1.16%"
"Jun 20, 2022","12,571,530","12,521,132","12,802,378","11,990,806","0.05K","0.40%"
"Jun 19, 2022","12,521,132","11,515,321","12,900,000","11,000,005","0.05K","8.73%"
"Jun 18, 2022","11,515,321","12,388,290","12,598,999","10,250,010","0.07K","-7.05%"
"Jun 17, 2022","12,388,290","12,404,694","13,060,703","12,301,000","0.03K","-0.13%"
"Jun 16, 2022","12,404,694","13,385,270","14,500,000","12,300,001","0.04K","-7.33%"
"Jun 15, 2022","13,385,270","13,384,000","13,999,999","11,500,000","0.05K","0.01%"
"Jun 14, 2022","13,384,000","13,408,291","14,039,996","12,110,501","0.04K","-0.18%"
"Jun 13, 2022","13,408,291","16,162,001","16,369,999","13,050,000","0.05K","-17.04%"
"Jun 12, 2022","16,162,001","17,127,968","17,225,752","16,120,001","0.03K","-5.64%"
"Jun 11, 2022","17,127,968","17,550,000","17,899,990","16,950,016","0.04K","-2.40%"
"Jun 10, 2022","17,550,000","18,085,706","18,239,996","17,500,000","0.03K","-2.96%"
"Jun 09, 2022","18,085,706","18,314,104","18,900,000","18,023,004","0.03K","-1.25%"
"Jun 08, 2022","18,314,104","18,676,000","18,764,988","17,881,256","0.03K","-1.94%"
"Jun 07, 2022","18,676,000","18,794,584","18,955,304","17,651,010","0.04K","-0.63%"
"Jun 06, 2022","18,794,584","17,950,024","19,132,400","17,950,020","0.04K","4.71%"
"Jun 05, 2022","17,950,024","17,949,932","18,140,000","17,711,012","0.02K","0.00%"
"Jun 04, 2022","17,949,932","17,899,806","17,989,996","17,600,000","0.02K","0.28%"
"Jun 03, 2022","17,899,806","18,330,596","18,449,984","17,553,000","0.03K","-2.35%"
"Jun 02, 2022","18,330,596","18,037,918","18,438,188","17,669,100","0.04K","1.62%"
"Jun 01, 2022","18,037,918","19,114,238","19,195,996","17,652,000","0.03K","-5.63%"
"May 31, 2022","19,114,238","19,115,998","19,450,000","18,800,902","0.04K","-0.01%"
"May 30, 2022","19,115,998","17,799,616","19,300,000","17,508,012","0.04K","7.96%"
"May 29, 2022","17,707,240","17,455,748","17,847,988","17,300,000","0.02K","1.44%"
"May 28, 2022","17,455,748","17,200,240","17,647,990","17,153,600","0.02K","1.49%"
"May 27, 2022","17,200,240","17,700,000","17,910,000","16,860,002","0.03K","-2.82%"
"May 26, 2022","17,700,000","17,951,216","18,128,540","17,250,000","0.03K","-1.40%"
"May 25, 2022","17,951,216","17,951,110","18,350,000","17,700,010","0.04K","0.00%"
"May 24, 2022","17,951,110","17,775,086","18,049,796","17,210,004","0.03K","0.99%"
"May 23, 2022","17,775,086","18,216,300","18,499,456","17,681,010","0.03K","-2.42%"
"May 22, 2022","18,216,300","17,648,092","18,350,000","17,580,544","0.02K","3.22%"
"May 21, 2022","17,648,092","17,544,234","18,055,224","17,400,000","0.02K","0.59%"
"May 20, 2022","17,544,234","18,111,000","18,399,422","17,201,032","0.03K","-3.13%"
"May 19, 2022","18,111,000","17,250,028","18,325,068","16,500,000","0.03K","4.99%"
"May 18, 2022","17,250,028","18,394,604","18,458,340","17,200,010","0.02K","-6.22%"
"May 17, 2022","18,394,604","17,950,808","18,499,866","17,764,726","0.03K","2.47%"
"May 16, 2022","17,950,808","18,803,084","18,803,084","17,560,006","0.02K","-4.53%"
"May 15, 2022","18,803,084","17,970,160","21,000,000","17,550,008","0.02K","4.64%"
"May 14, 2022","17,970,160","17,879,624","19,000,000","17,061,226","0.02K","0.51%"
"May 13, 2022","17,879,624","17,366,556","19,300,000","17,131,572","0.03K","2.95%"
"May 12, 2022","17,366,556","17,787,088","18,100,000","14,800,899","0.06K","-2.36%"
"May 11, 2022","17,787,088","18,546,608","19,469,000","16,800,100","0.04K","-4.10%"
"May 10, 2022","18,546,608","17,952,912","19,500,000","17,750,000","0.03K","3.31%"
"May 09, 2022","17,952,912","20,470,000","20,540,900","17,800,000","0.03K","-12.30%"
"May 08, 2022","20,470,000","21,100,000","21,192,800","20,000,000","0.02K","-2.99%"
"May 07, 2022","21,100,000","21,306,524","21,690,210","20,810,404","0.01K","-0.97%"
"May 06, 2022","21,306,524","21,699,812","21,898,800","20,120,888","0.02K","-1.81%"
"May 05, 2022","21,699,812","23,400,000","23,444,004","21,520,100","0.02K","-7.27%"
"May 04, 2022","23,400,000","22,200,980","23,500,000","22,100,000","0.02K","5.40%"
"May 03, 2022","22,200,980","22,679,006","23,000,000","22,001,000","0.01K","-2.11%"
"May 02, 2022","22,679,006","22,610,988","23,080,000","22,333,006","0.02K","0.30%"
"May 01, 2022","22,610,988","22,230,068","22,999,000","22,040,000","0.01K","1.71%"
"Apr 30, 2022","22,230,068","22,835,144","23,140,000","22,000,000","0.01K","-2.65%"
"Apr 29, 2022","22,835,144","23,368,634","23,433,588","22,701,004","0.02K","-2.28%"
"Apr 28, 2022","23,368,634","23,210,000","23,748,000","23,038,100","0.02K","0.68%"
"Apr 27, 2022","23,210,000","22,830,046","23,440,000","22,750,000","0.02K","1.66%"
"Apr 26, 2022","22,830,046","23,882,590","24,200,000","22,601,006","0.02K","-4.41%"
"Apr 25, 2022","23,882,590","23,210,016","23,995,940","22,651,002","0.02K","2.90%"
"Apr 24, 2022","23,210,016","23,386,000","23,590,000","23,155,112","0.01K","-0.75%"
"Apr 23, 2022","23,386,000","23,404,056","23,559,412","23,101,000","0.01K","-0.08%"
"Apr 22, 2022","23,404,056","23,915,020","24,143,888","23,100,920","0.01K","-2.14%"
"Apr 21, 2022","23,915,020","24,330,840","25,237,006","23,805,224","0.02K","-1.85%"
"Apr 20, 2022","24,365,000","24,379,856","24,899,998","23,700,000","0.02K","-0.06%"
"Apr 19, 2022","24,379,856","23,900,000","24,452,252","23,708,996","0.02K","2.01%"
"Apr 18, 2022","23,900,000","23,599,908","23,999,292","22,900,076","0.02K","1.27%"
"Apr 17, 2022","23,599,908","23,573,926","23,750,000","23,435,008","0.01K","0.11%"
"Apr 16, 2022","23,573,926","23,652,528","23,800,000","23,340,000","0.01K","-0.33%"
"Apr 15, 2022","23,652,528","23,421,220","23,898,264","23,300,000","0.02K","0.99%"
"Apr 14, 2022","23,421,220","24,330,000","24,500,000","23,342,300","0.01K","-3.74%"
"Apr 13, 2022","24,330,000","23,480,472","24,700,000","23,214,100","0.02K","3.62%"
"Apr 12, 2022","23,480,472","23,167,960","23,940,000","23,002,100","0.02K","1.35%"
"Apr 11, 2022","23,167,960","24,899,552","25,049,000","23,002,010","0.02K","-6.95%"
"Apr 10, 2022","24,899,552","24,973,004","25,389,940","24,752,000","0.01K","-0.29%"
"Apr 09, 2022","24,973,004","24,849,316","25,240,000","24,512,100","0.01K","0.50%"
"Apr 08, 2022","24,849,316","25,489,772","26,000,000","24,780,000","0.01K","-2.51%"
"Apr 07, 2022","25,489,772","25,390,000","26,000,000","24,001,000","0.02K","0.39%"
"Apr 06, 2022","25,390,000","26,650,002","26,800,000","25,000,000","0.02K","-4.73%"
